"items__id_pleito","items__tipo_interessado","items__interessado","items__cod_ibge","items__uf","items__num_pvl","items__status","items__num_processo","items__data_protocolo","items__tipo_operacao","items__finalidade","items__tipo_credor","items__credor","items__moeda","items__valor","items__pvl_assoc_divida","items__pvl_contradado_credor","items__data_status","hasMore","limit","offset","count","links__rel","links__href"
"18625","Município","Itatim","2916856","BA","null","Deferido","19407.000069/2004-21","2004-12-31T02:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","171000","1","0","26/01/2005","","","","","",""
"18635","Município","Mairi","2920106","BA","null","Deferido","19407.000074/2003-52","2003-12-31T02:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","500000","0","0","23/01/2004","","","","","",""
"41907","Município","Teofilândia","2931509","BA","PVL02.000577/2020-53","Deferido (PVL-IF)","null","null","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","600000","0","1","11/03/2020","","","","","",""
"31652","Município","Luís Eduardo Magalhães","2919553","BA","PVL02.000780/2019-96","Deferido","17944.101567/2019-63","2019-05-02T17:04:37Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","25403041.71","0","0","08/05/2019","","","","","",""
"32239","Município","Aramari","2902203","BA","PVL02.001388/2019-64","Deferido (PVL-IF)","null","null","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","1600000","0","0","29/05/2019","","","","","",""
"29928","Município","Santo Antônio de Jesus","2928703","BA","PVL02.002401/2018-11","Deferido (PVL-IF)","null","null","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","3500000","1","1","01/11/2018","","","","","",""
"30888","Município","Barra","2902708","BA","PVL02.000200/2019-61","Deferido (PVL-IF)","null","null","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","5000000","0","1","07/03/2019","","","","","",""
"28852","Município","Macaúbas","2919801","BA","PVL02.001423/2018-64","Deferido (PVL-IF)","null","null","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","4760039.9","1","1","19/07/2018","","","","","",""
"31108","Município","Salvador","2927408","BA","PVL02.000142/2019-75","Deferido","17944.100618/2019-30","2019-03-28T20:38:00Z","Operação contratual interna","PNAFM","Instituição Financeira Nacional","Caixa Econômica Federal","Real","35000000","1","1","01/04/2019","","","","","",""
"29833","Município","Alagoinhas","2900702","BA","PVL02.002305/2018-73","Deferido (PVL-IF)","null","null","Operação contratual interna","Aporte de capital","Instituição Financeira Nacional","Caixa Econômica Federal","Real","5000000","1","1","28/11/2018","","","","","",""
"19398","Município","Itatim","2916856","BA","00000.000000/2011-76","Regularizado","17944.000696/2015-10","2017-09-25T03:00:00Z","Operação contratual interna","Regularização de Dívida - Água e Esgoto","Empresa Estatal","Empresa Baiana de Águas e Saneamento S/A","Real","91660.1","1","0","28/09/2017","","","","","",""
"27373","Município","Lajedinho","2919009","BA","PVL02.002666/2017-39","Arquivado por decurso de prazo","17944.100319/2018-14","2017-12-29T14:54:54Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","1525000","0","0","14/08/2018","","","","","",""
"11879","Município","Luís Eduardo Magalhães","2919553","BA","null","Deferido","17944.001551/2011-02","2012-08-08T03:00:00Z","Operação contratual interna","Caminho da Escola 2009 A","Instituição Financeira Nacional","Banco do Brasil S/A","Real","882000","0","0","03/09/2012","","","","","",""
"47119","Município","Ibipitanga","2912509","BA","PVL02.003191/2021-84","Deferido (PVL-IF)","null","null","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Banco do Brasil S/A","Real","1405633.86","0","1","29/11/2021","","","","","",""
"40556","Município","Macaúbas","2919801","BA","PVL02.009145/2019-74","Deferido","17944.104383/2019-55","2019-11-20T16:07:30Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","5498376.21","0","1","25/11/2019","","","","","",""
"27332","Município","Jacobina","2917508","BA","PVL02.002665/2017-94","Arquivado por decurso de prazo","17944.100230/2018-58","2017-12-29T14:49:27Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","5000000","0","0","13/08/2018","","","","","",""
"31417","Município","Tabocas do Brejo Velho","2930907","BA","PVL02.000694/2019-83","Deferido (PVL-IF)","null","null","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","5000000","0","1","28/06/2019","","","","","",""
"6191","Município","Andorinha","2901353","BA","null","Deferido","17944.000295/2011-28","2011-04-19T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","650000","0","0","10/05/2011","","","","","",""
"8195","Município","Poções","2925105","BA","null","Deferido","17944.000732/2009-99","2009-11-13T02:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","500000","1","0","30/11/2009","","","","","",""
"8227","Município","Itamari","2915700","BA","null","Arquivado","17944.000737/2008-31","2008-06-06T03:00:00Z","Operação contratual interna","Caminho da Escola 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","228000","0","0","15/09/2008","","","","","",""
"7376","Município","Caldeirão Grande","2905503","BA","null","Arquivado","17944.000558/2008-01","2008-04-14T03:00:00Z","Operação contratual interna","Caminho da Escola 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","540000","0","0","13/08/2008","","","","","",""
"7384","Município","Amargosa","2901007","BA","null","Deferido","17944.000560/2009-53","2009-09-14T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","130000","1","0","25/09/2009","","","","","",""
"8717","Município","Riachão do Jacuípe","2926301","BA","null","Deferido","17944.000830/2014-93","2015-05-25T21:00:09Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","400000","0","0","17/06/2015","","","","","",""
"7502","Município","Anguera","2901502","BA","null","Deferido","17944.000594/2010-81","2011-04-04T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","1000000","0","0","19/04/2011","","","","","",""
"18433","Município","Abaíra","2900108","BA","null","Deferido","19407.000022/2002-03","2002-04-29T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","340000","0","0","08/07/2002","","","","","",""
"18451","Município","Aramari","2902203","BA","null","Arquivado","19407.000025/2005-81","2006-05-17T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","120000","0","0","17/05/2006","","","","","",""
"18459","Município","Formosa do Rio Preto","2911105","BA","null","Deferido","19407.000027/2003-17","2003-06-30T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","850000","0","0","11/07/2003","","","","","",""
"18463","Município","Una","2932507","BA","null","Arquivado","19407.000028/2002-72","2004-03-10T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","275000","0","0","19/03/2004","","","","","",""
"18464","Município","Ilhéus","2913606","BA","null","Deferido","19407.000028/2003-53","2003-05-27T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","6000000","1","0","20/06/2003","","","","","",""
"22302","Município","Boquira","2904100","BA","00000.000000/2030-37","Deferido","17944.000499/2016-73","2016-04-13T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","2000000","1","0","06/05/2016","","","","","",""
"19525","Município","Camaçari","2905701","BA","00000.000000/2009-70","Deferido","17944.000748/2015-40","2015-08-21T03:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Caixa Econômica Federal","Real","7437586.5","1","1","07/10/2015","","","","","",""
"18490","Município","São Gabriel","2929255","BA","null","Deferido","19407.000033/2006-17","2006-10-18T03:00:00Z","Operação contratual interna","Saneamento básico","Instituição Financeira Nacional","Caixa Econômica Federal","Real","1600000","0","0","31/10/2006","","","","","",""
"18491","Município","Matina","2921054","BA","null","Deferido","19407.000034/2002-20","2003-01-31T02:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","300000","0","0","25/02/2003","","","","","",""
"22492","Município","Jacaraci","2917409","BA","00000.000000/2029-57","Deferido","17944.000595/2016-11","2016-06-21T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","1623774","0","0","28/06/2016","","","","","",""
"18560","Município","Amélia Rodrigues","2901106","BA","null","Deferido","19407.000051/2003-48","2003-10-31T02:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","897856","0","0","20/11/2003","","","","","",""
"18580","Município","Conceição do Almeida","2908309","BA","null","Arquivado","19407.000056/2003-71","2003-09-19T03:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Banco do Brasil S/A","Real","339000","0","0","12/03/2004","","","","","",""
"18512","Município","São Desidério","2928901","BA","null","Deferido","19407.000039/2003-33","2003-06-30T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","2599500","1","0","11/07/2003","","","","","",""
"18533","Município","Igrapiúna","2913457","BA","null","Arquivado","19407.000044/2004-27","2004-12-22T02:00:00Z","Operação contratual interna","PNAFM","Instituição Financeira Nacional","Caixa Econômica Federal","Real","237143","0","0","23/12/2004","","","","","",""
"10200","Município","Ibititá","2913101","BA","null","Arquivado","17944.001143/2008-47","2008-04-09T03:00:00Z","Operação contratual interna","Caminho da Escola 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","518100","0","0","13/08/2008","","","","","",""
"18379","Município","Salvador","2927408","BA","null","Deferido","19407.000011/2002-15","2002-03-25T03:00:00Z","Operação contratual interna","PNAFM","Instituição Financeira Nacional","Caixa Econômica Federal","Real","21722799","1","0","12/07/2002","","","","","",""
"18409","Município","Campo Formoso","2906006","BA","null","Arquivado","19407.000017/2003-73","2003-04-29T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","1165672.72","0","0","25/08/2003","","","","","",""
"5594","Município","Palmas de Monte Alto","2923407","BA","null","Deferido","17944.000151/2008-76","2008-03-12T03:00:00Z","Operação contratual interna","Caminho da Escola","Instituição Financeira Nacional","Banco do Brasil S/A","Real","434975","0","0","17/03/2008","","","","","",""
"5765","Município","Jequié","2918001","BA","null","Regularizado","17944.000191/2012-02","2012-08-31T03:00:00Z","Operação contratual interna","Regularização de Dívida - Água e Esgoto","Empresa Estatal","Empresa Baiana de Águas e Saneamento S/A","Real","6314063.73","1","0","28/09/2012","","","","","",""
"5626","Município","Lagoa Real","2918753","BA","null","Arquivado por decurso de prazo","17944.000158/2008-98","2008-04-11T03:00:00Z","Operação contratual interna","Caminho da Escola","Instituição Financeira Nacional","Banco do Brasil S/A","Real","537140","0","0","18/04/2008","","","","","",""
"5978","Município","Porto Seguro","2925303","BA","null","Arquivado","17944.000248/2007-06","2007-02-15T02:00:00Z","Operação contratual interna","Provias","Instituição Financeira Nacional","Banco do Brasil S/A","Real","1980000","0","0","04/10/2007","","","","","",""
"6169","Município","Boa Vista do Tupim","2903805","BA","null","Deferido","17944.000291/2008-44","2008-03-25T03:00:00Z","Operação contratual interna","Caminho da Escola","Instituição Financeira Nacional","Banco do Brasil S/A","Real","448470","0","0","08/04/2008","","","","","",""
"7981","Município","Jiquiriçá","2918209","BA","null","Deferido","17944.000689/2010-03","2010-05-24T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","500000","0","0","17/06/2010","","","","","",""
"6562","Município","Mucugê","2921906","BA","null","Arquivado por decurso de prazo","17944.000380/2009-71","2009-04-01T03:00:00Z","Operação contratual interna","Provias","Instituição Financeira Nacional","Banco do Brasil S/A","Real","200000","0","0","15/04/2009","","","","","",""
"8189","Município","Terra Nova","2931707","BA","null","Deferido","17944.000731/2009-44","2009-08-25T03:00:00Z","Operação contratual interna","Provias 2009","Instituição Financeira Nacional","Banco do Brasil S/A","Real","300000","0","0","08/09/2009","","","","","",""
"7269","Município","Uibaí","2932408","BA","null","Arquivado por decurso de prazo","17944.000535/2010-11","2010-11-08T02:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","65000","0","0","28/06/2011","","","","","",""
"6710","Município","Cocos","2908101","BA","null","Deferido","17944.000413/2011-06","2011-04-26T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","650000","1","0","09/05/2011","","","","","",""
"6955","Município","Jacobina","2917508","BA","null","Deferido","17944.000466/2012-08","2012-04-02T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","10000000","1","0","14/05/2012","","","","","",""
"7285","Município","Pindobaçu","2924603","BA","null","Deferido","17944.000538/2010-47","2011-08-02T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","60000","0","0","01/09/2011","","","","","",""
"7366","Município","Coribe","2909109","BA","null","Deferido","17944.000555/2013-27","2013-07-08T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","65000","0","0","25/07/2013","","","","","",""
"9862","Município","Conceição do Jacuípe","2908507","BA","null","Arquivado","17944.001068/2008-14","2008-05-20T03:00:00Z","Operação contratual interna","Caminho da Escola","Instituição Financeira Nacional","Banco do Brasil S/A","Real","380250","0","0","27/05/2008","","","","","",""
"8339","Município","Camaçari","2905701","BA","null","Deferido","17944.000759/2013-68","2013-08-15T03:00:00Z","Operação contratual interna","PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias","Instituição Financeira Nacional","Caixa Econômica Federal","Real","50000000","1","0","29/08/2013","","","","","",""
"7119","Município","Tanquinho","2931103","BA","null","Arquivado","17944.000502/2008-49","2008-03-26T03:00:00Z","Operação contratual interna","Caminho da Escola 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","190000","0","0","02/04/2008","","","","","",""
"9110","Município","Campo Formoso","2906006","BA","null","Deferido","17944.000905/2003-83","2003-09-27T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","1165672","0","0","26/09/2003","","","","","",""
"7163","Município","São Domingos","2928950","BA","null","Deferido","17944.000511/2010-54","2010-09-06T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","65000","0","0","17/09/2010","","","","","",""
"7808","Município","Belo Campo","2903508","BA","null","Arquivado","17944.000659/2008-74","2008-08-04T03:00:00Z","Operação contratual interna","Caminho da Escola 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","540200","0","0","30/10/2008","","","","","",""
"5966","Município","Novo Horizonte","2923035","BA","null","Indeferido","17944.000246/2010-12","2010-03-17T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","2500000","0","0","06/04/2010","","","","","",""
"6014","Município","Teofilândia","2931509","BA","null","Deferido","17944.000255/2012-67","2012-01-18T02:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","65000","0","0","20/03/2012","","","","","",""
"6018","Município","Teofilândia","2931509","BA","null","Deferido","17944.000256/2012-10","2012-01-18T02:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado da Bahia S/A","Real","3000000","0","0","20/03/2012","","","","","",""
