"items__id_pleito","items__tipo_interessado","items__interessado","items__cod_ibge","items__uf","items__num_pvl","items__status","items__num_processo","items__data_protocolo","items__tipo_operacao","items__finalidade","items__tipo_credor","items__credor","items__moeda","items__valor","items__pvl_assoc_divida","items__pvl_contradado_credor","items__data_status","hasMore","limit","offset","count","links__rel","links__href"
"10002","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.001097/2009-67","2009-09-09T03:00:00Z","Operação contratual externa (com garantia da União)","Profisco","Instituição Financeira Internacional","Banco Interamericano de Desenvolvimento","Dólar dos EUA","19759050","1","0","28/09/2009","","","","","",""
"11306","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.001408/2009-98","2009-11-23T02:00:00Z","Operação contratual externa (com garantia da União)","Fortalecimento Institucional","Instituição Financeira Internacional","Banco Internacional para Reconstrução e Desenvolvimento","Dólar dos EUA","485000000","1","0","25/11/2009","","","","","",""
"7080","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000492/2012-28","2012-04-16T03:00:00Z","Operação contratual externa (com garantia da União)","Multissetorial","Instituição Financeira Internacional","Banco Internacional para Reconstrução e Desenvolvimento","Dólar dos EUA","300000000","1","0","03/09/2012","","","","","",""
"10561","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.001228/2011-21","2012-04-18T03:00:00Z","Operação contratual interna (com garantia da União)","PAC 2 - Saneamento","Instituição Financeira Nacional","Caixa Econômica Federal","Real","415372248.98","1","0","02/07/2012","","","","","",""
"7150","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000508/2012-01","2013-03-04T03:00:00Z","Operação contratual externa (com garantia da União)","Desenvolvimento rural","Instituição Financeira Internacional","Banco Internacional para Reconstrução e Desenvolvimento","Dólar dos EUA","100000000","1","0","28/03/2013","","","","","",""
"13634","Estado","Rio de Janeiro","33","RJ","null","Deferido","19405.000041/2002-41","2002-06-20T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","60159550","0","0","27/06/2002","","","","","",""
"7525","Estado","Rio de Janeiro","33","RJ","null","Deferido","17944.000599/2009-71","2009-06-17T03:00:00Z","Operação contratual interna","PAC - Saneamento - 2008","Instituição Financeira Nacional","Caixa Econômica Federal","Real","557999999.99","1","0","18/06/2009","","","","","",""
"12018","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.001583/2007-13","2007-12-04T02:00:00Z","Operação contratual externa (com garantia da União)","Infraestrutura","Instituição Financeira Internacional","Banco Internacional para Reconstrução e Desenvolvimento","Dólar dos EUA","54000000","1","0","06/03/2008","","","","","",""
"5943","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000240/2012-07","2012-04-16T03:00:00Z","Operação contratual externa (com garantia da União)","Multissetorial","Instituição Financeira Internacional","Banco Interamericano de Desenvolvimento","Dólar dos EUA","60000000","1","0","14/09/2012","","","","","",""
"13483","Estado","Rio de Janeiro","33","RJ","null","Deferido","19405.000010/2004-52","2006-02-15T02:00:00Z","Operação contratual interna","Renegociação de dívidas","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","847526319.24","1","0","01/03/2006","","","","","",""
"9898","Estado","Rio de Janeiro","33","RJ","null","Deferido","17944.001076/2010-85","2011-05-25T03:00:00Z","Operação contratual interna","Saúde","Instituição Financeira Nacional","Banco do Brasil S/A","Real","132800000","0","0","07/06/2011","","","","","",""
"10890","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.001308/2012-67","2012-10-17T03:00:00Z","Operação contratual interna (com garantia da União)","Proinveste","Instituição Financeira Nacional","Banco do Brasil S/A","Real","940956773.22","1","0","20/11/2012","","","","","",""
"4997","Estado","Rio de Janeiro","33","RJ","null","Deferido","17944.000020/2010-11","2010-04-19T03:00:00Z","Operação contratual interna","PMAE","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","9982000","1","0","20/04/2010","","","","","",""
"7255","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000532/2012-31","2012-05-24T03:00:00Z","Operação contratual interna (com garantia da União)","Infraestrutura","Instituição Financeira Nacional","Banco do Brasil S/A","Real","3645563000","1","0","29/05/2012","","","","","",""
"7129","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000504/2014-86","2014-04-02T03:00:00Z","Operação contratual interna (com garantia da União)","Infraestrutura","Instituição Financeira Nacional","Banco BTG Pactual S.A.","Real","450000000","1","0","01/09/2014","","","","","",""
"7141","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000506/2014-75","2014-04-02T03:00:00Z","Operação contratual interna (com garantia da União)","Desenvolvimento sustentável","Instituição Financeira Nacional","Banco de Investimentos Credit Suisse (Brasil) S.A.","Real","600000000","1","0","01/09/2014","","","","","",""
"5645","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000161/2013-79","2013-04-08T03:00:00Z","Operação contratual interna (com garantia da União)","Infraestrutura","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","3031405000","1","0","06/05/2013","","","","","",""
"10849","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.001300/2012-09","2013-03-04T03:00:00Z","Operação contratual interna (com garantia da União)","Multissetorial","Instituição Financeira Nacional","Caixa Econômica Federal","Real","1199871427","1","0","01/04/2013","","","","","",""
"7187","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000517/2012-93","2012-04-16T03:00:00Z","Operação contratual externa (com garantia da União)","Infraestrutura","Instituição Financeira Internacional","Agência Francesa de Desenvolvimento","Dólar dos EUA","394500000","1","0","28/08/2012","","","","","",""
"11961","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.001569/2009-81","2009-12-04T02:00:00Z","Operação contratual interna (com garantia da União)","PEF - Programa Emergencial de Financiamento dos Estados/DF 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","91662000","1","0","09/12/2009","","","","","",""
"9042","Estado","Rio de Janeiro","33","RJ","null","Arquivado a pedido","17944.000891/2013-70","2013-09-20T03:00:00Z","Operação contratual interna (com garantia da União)","Infraestrutura","Instituição Financeira Nacional","Banco Itaú BBA S.A.","Real","400000000","0","0","05/02/2014","","","","","",""
"5952","Estado","Rio de Janeiro","33","RJ","null","Deferido","17944.000243/2012-32","2012-04-16T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","157954512.78","1","0","14/05/2012","","","","","",""
"5933","Estado","Rio de Janeiro","33","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000237/2012-85","2012-04-16T03:00:00Z","Operação contratual externa (com garantia da União)","Infraestrutura","Instituição Financeira Internacional","Corporação Andina de Fomento","Dólar dos EUA","100000000","1","0","10/07/2012","","","","","",""
